UserId,Rating,Timestamp,Snack_Sub_Name,Price,Snack Subscription ID,Calories Kcal,Protien g,Fat g,Serving Size g
A36CLMUHL8OBHJ,1,1332374400,SnackNation,34.95,594482127,240,15,8,100
AITP0JGYPQ2L6,5,1310083200,SnackNation,19.0,972683275,240,12,7,100
A2N2C8O2RYL3M3,5,1312156800,Keto Krate,24.5,594012015,440,5,16,100
A384P5XYDRGBCF,3,1300665600,SnackNation,9.99,439886341,240,5,11,100
A33Z318TMDAFDM,1,1294444800,MunchPak,19.0,972683275,540,15,15,100
A23R1QCRL1992I,2,1360108800,Snackfair,13.0,594511488,387,7,18,100
A3CY64QEXLMMN,4,1293494400,NatureBox,19.9,594477670,229,12,13,100
A24HMBKYHIESNJ,2,1303689600,Candy Club,9.99,558835155,529,9,5,100
A20HI5PX1YQIEM,3,1315267200,Keto Krate,19.9,594477670,440,11,11,100
A2IYTL3F0W3JI5,5,1373760000,Love With Food,15.5,13279300,429,4,8,100
A3SJLYIRGXOMHM,3,1341878400,ZenPop,5.0,528881469,340,12,13,100
ATEUCBITZJ5XO,5,1361923200,FitSnack,5.0,528881469,240,12,13,100
A3HPCRD9RX351S,3,1332028800,MunchPak,9.95,594481902,540,9,19,100
AFNYEP9UND180,5,1339027200,Bokksu,13.0,594511488,340,14,19,100
A18863ED340L4F,5,1292803200,Universal Yums,22.95,899336795,349,12,15,100
A3MNFT5VFJ2V0V,1,1322438400,Bokksu,19.0,972683275,340,3,4,100
A1Y8XK5286THYU,1,1324944000,MunchPak,9.95,594481902,540,7,13,100
ALU1FK38NDX7Q,4,1339372800,Try the World Snack,9.95,594451647,190,7,8,100
A1P21LNRXPKJT0,5,1315267200,Vegan Cuts Snack Box,19.0,972683275,315,12,18,100
A3CAYEQ0YJMEEE,5,1311206400,SnackNation,38.95,321732944,240,15,16,100
A10UW8DCREFXL0,3,1357084800,Love With Food,19.0,972683275,429,9,17,100
A1NYM2LV1TJ1ZL,5,1290643200,Keto Krate,19.0,972683275,440,15,11,100
A1G51BCAPXOGTY,5,1322265600,Love With Food,38.95,321732944,429,8,4,100
AT0T8WPLWORCS,5,1314230400,Bokksu,39.0,594481813,340,8,16,100
A19YQ7WLQFWOR3,4,1295222400,Love With Food,19.9,594477670,429,12,8,100
A36HL8Y5NI4FR9,5,1364601600,Snackfair,39.0,594481813,387,4,8,100
A310EQW2G09TAN,4,1389139200,ZenPop,22.95,899336795,340,8,19,100
A14VGUB1ZX9AKQ,5,1368576000,Candy Club,19.0,972683275,529,8,11,100
AM37NBDS1QLCT,5,1293062400,Yummy Bazaar World Sampler,34.95,594482127,440,3,13,100
A15O3HG09O1KRQ,5,1309737600,TokyoTreat,22.5,970407998,520,12,15,100
A2JCXR56JNC198,5,1322524800,SnackNation,15.5,13279300,240,12,4,100
A3GYW3CV5YOQD2,5,1340928000,MunchPak,38.95,321732944,540,14,16,100
ANQF14AE81I1K,4,1315526400,Snackfair,15.5,13279300,387,12,20,100
A3RD0LHVIRWWA2,5,1332288000,Snackfair,9.99,439886341,387,7,9,100
A33TA4K8TO0MJH,3,1344643200,NatureBox,19.0,972683275,229,9,17,100
A8UK2SUUIB3W7,5,1294444800,Snakku,22.95,899336795,287,12,4,100
A1O9EKXQURBME6,5,1358726400,TokyoTreat,38.95,321732944,520,5,9,100
A2YJXTEPUSGB0K,5,1351382400,Candy Club,38.95,321732944,529,9,11,100
A37FW6N1JEBRFM,5,1291161600,ZenPop,19.9,594477670,340,12,13,100
A29LNVZLBG0IYN,5,1402876800,Vegan Cuts Snack Box,9.95,594451647,315,4,9,100
A36EGPFMLL3HQA,4,1298764800,Snackfair,22.5,970407998,387,7,9,100
A17UHDV2O651YM,2,1293753600,ZenPop,13.0,594511488,340,3,13,100
A29517HU8CW0RI,5,1354579200,Try the World Snack,19.0,972683275,190,9,18,100
ARIZ46PEETTHV,1,1375056000,Try the World Snack,22.95,899336795,190,8,5,100
AP4VC5YW70CO,5,1326672000,Vegan Cuts Snack Box,9.95,594481902,315,7,19,100
ANDFQ67GG170I,1,1367107200,Vegan Cuts Snack Box,15.5,13279300,315,11,7,100
A2SFVAJTL8V4UB,4,1309392000,Keto Krate,19.0,972683275,440,3,4,100
AVUNRKUQW1I55,2,1311638400,Keto Krate,39.99,511189877,440,7,15,100
AWQT6S1BYA0YO,5,1351641600,NatureBox,38.95,321732944,229,8,8,100
A3PLS8FRE0WV02,3,1342828800,TokyoTreat,34.95,594482127,520,5,7,100
A1NZYQ9R9RJS7B,4,1355788800,Candy Club,39.99,511189877,529,3,5,100
A29HDY49CQDCWG,5,1380153600,Bokksu,22.5,970407998,340,9,9,100
A2NSS0L3NIU6CN,2,1347148800,MunchPak,39.99,511189877,540,9,9,100
A39XWQCU6RDXD4,1,1356307200,Snackfair,24.5,594012015,387,7,4,100
A2V3S0DR8P8DFF,2,1367280000,TokyoTreat,15.5,13279300,520,8,20,100
A2DXXJR0N8BXOK,1,1324944000,Candy Club,39.0,594481813,529,12,4,100
A3FPR82M4TB5S,1,1313712000,TokyoTreat,9.95,594481902,520,9,17,100
A23GVU6ZMNS225,1,1328313600,Snakku,22.5,970407998,287,5,7,100
A2VAUN3R0OV1MB,5,1311897600,Bokksu,39.0,594481813,340,4,16,100
A3UL1A747PIV70,3,1308960000,Love With Food,34.95,594482127,429,9,13,100
A3Q4U27CUGPDXN,3,1293321600,Candy Club,9.99,439886341,529,9,8,100
A1I4234PN932QU,2,1320364800,Bokksu,19.9,594477670,340,9,8,100
A1EVQ6YQ4XB1L4,4,1387411200,Try the World Snack,39.99,511189877,190,7,9,100
A2Q5K5AXHCAW94,5,1293753600,MunchPak,9.99,439886341,540,11,5,100
AWYOVVOCJIGBK,3,1354147200,ZenPop,19.9,594477670,340,9,11,100
A1993QHUZGTAIG,4,1316304000,SnackNation,38.95,321732944,240,7,13,100
A2V6Q9HL3WLS4N,5,1405555200,Yummy Bazaar World Sampler,39.0,594481813,440,4,19,100
A4SSLRWWDEAEH,5,1405209600,Love With Food,19.9,594477670,429,9,13,100
AK5PTTHMJEOF4,5,1405814400,TokyoTreat,19.0,972683275,520,8,20,100
AWBHFHKEM7CS6,5,1405468800,Candy Club,13.0,594511488,529,12,4,100
AJGD9CB3AP118,4,1356480000,Keto Krate,19.9,594477670,440,9,13,100
A1NXMP064PLGNU,5,1328227200,Try the World Snack,39.99,511189877,190,11,8,100
A1U1F2KB0N7OA,5,1345161600,FitSnack,5.0,528881469,240,12,13,100
A1WQ38OPQPXOGN,1,1361491200,Try the World Snack,19.9,594477670,190,11,19,100
A3NSDSXDKMY817,5,1329782400,Candy Club,34.95,594482127,529,5,5,100
A8RIZ1TNK7ZE4,5,1335225600,Bokksu,9.99,558835155,340,7,7,100
A1C6VL5YD7ISGG,1,1314144000,Vegan Cuts Snack Box,9.99,439886341,315,8,16,100
A3LDPF5FMB782Z,4,1310515200,FitSnack,5.0,528881469,240,8,18,100
A1Z8G756V2IW6N,4,1332720000,FitSnack,9.99,558835155,240,5,8,100
A1LLND2UADQL51,2,1324857600,Snakku,24.5,594012015,287,15,15,100
A2Y30AGJIB9RIZ,4,1325116800,Yummy Bazaar World Sampler,15.5,13279300,440,15,16,100
A1NS5HWL7DCM2,1,1395878400,Snakku,9.95,594481902,287,12,11,100
A2LE3K89Z74MBK,5,1390608000,Keto Krate,9.95,594451647,440,7,5,100
ARJ18HYYTOA3K,5,1309132800,Candy Club,9.95,594481902,529,15,18,100
AD85Q75U8HDV,2,1405036800,Try the World Snack,9.95,594451647,190,14,19,100
A31EGKNQZO9TK0,5,1359849600,FitSnack,9.95,594481902,240,12,18,100
A1UGW24HLIYODL,5,1342569600,Candy Club,34.95,594482127,529,15,19,100
A3UM2F6C9Z8RPP,5,1363219200,Bokksu,34.95,594482127,340,9,17,100
A24AT5QOOREBJI,5,1326499200,SnackNation,9.95,594481902,240,12,16,100
A2SP801HCY2QE4,5,1382486400,Bokksu,5.0,528881469,340,3,20,100
A29EON4U0G1U07,3,1389052800,MunchPak,38.95,321732944,540,8,9,100
A3JPJ6YA07ZYNL,1,1346198400,NatureBox,39.99,511189877,229,9,11,100
A3UXUOQ320MFL0,5,1363046400,Candy Club,39.0,594481813,529,12,9,100
AYSRFAWX8FS1,5,1360454400,SnackNation,13.0,594511488,240,3,9,100
A43JKVOAXH74I,5,1404345600,MunchPak,39.0,594481813,540,7,19,100
A2YEWGSILWV3OB,5,1315699200,Universal Yums,9.99,558835155,349,9,8,100
A1423HNZ15ZCQZ,2,1325548800,Candy Club,15.5,13279300,529,15,11,100
A24YDETXIXEKK0,4,1376524800,NatureBox,15.5,13279300,229,7,15,100
A1N7OU7YBSJU24,4,1316217600,Try the World Snack,5.0,528881469,190,3,8,100
A5X3DVSN6XRJ1,3,1326153600,TokyoTreat,34.95,594482127,520,7,5,100
ATWC3WIN06B9A,5,1314662400,Keto Krate,24.5,594012015,440,14,11,100
A2UY0KICDHKM1N,4,1310256000,Keto Krate,9.99,439886341,440,5,13,100
A1YY0S2V4ZEF0S,5,1326326400,Candy Club,24.5,594012015,529,8,9,100
A1Z4OJB6GPWY42,5,1369353600,Universal Yums,9.95,594481902,349,7,7,100
A3FZ9BSETDQZ7W,4,1331424000,FitSnack,15.5,13279300,240,9,8,100
AM4TKIC49L2XK,2,1352851200,Snakku,15.5,13279300,287,8,7,100
A3K2ZPES7B5A8U,5,1322438400,Universal Yums,9.95,594481902,349,12,4,100
A2LYMA5JDWO04I,5,1313020800,Vegan Cuts Snack Box,15.5,13279300,315,9,7,100
A35E9HAO1B2OPC,5,1310083200,Love With Food,22.5,970407998,429,15,7,100
A1077JEY0CE3BB,4,1357603200,TokyoTreat,13.0,594511488,520,12,8,100
A320L2FOFGQLX0,5,1360454400,SnackNation,9.99,558835155,240,15,4,100
ANFIBUTJ40DQK,1,1335571200,Snakku,22.5,970407998,287,12,11,100
A4YE7EI843C58,5,1403136000,Bokksu,39.0,594481813,340,11,20,100
A2ER1FBTDPFW6,3,1326240000,Candy Club,5.0,528881469,529,8,15,100
A1O936564RR2F7,5,1389398400,Universal Yums,13.0,594511488,349,7,16,100
A3I6EURDC734SU,1,1337558400,Keto Krate,9.95,594451647,440,4,18,100
A76QA8ID3NTCC,1,1327708800,Vegan Cuts Snack Box,22.95,899336795,315,8,16,100
A60Z77YYNPKGR,4,1379116800,Bokksu,5.0,528881469,340,3,9,100
A13X3KB8XPS0ZX,2,1313193600,Snakku,9.99,558835155,287,9,11,100
A2N0NM8WN219SF,4,1355270400,Bokksu,19.9,594477670,340,12,5,100
A2E2XRK1P2T3X3,4,1357516800,FitSnack,39.99,511189877,240,7,9,100
A3D2BS47U43Q64,5,1380672000,Candy Club,9.99,558835155,529,14,7,100
A3U68T414KOKD2,5,1314748800,Yummy Bazaar World Sampler,13.0,594511488,440,4,7,100
A37AO7DNHVKB28,5,1356048000,Keto Krate,9.95,594451647,440,12,18,100
A2FG68HF1L9EJX,5,1340496000,Bokksu,19.0,972683275,340,9,7,100
A1BPI9PFTU2AK6,5,1317600000,Try the World Snack,5.0,528881469,190,4,18,100
A33S6WWHI7GYZT,2,1357257600,Snackfair,9.99,439886341,387,9,5,100
A2FUSQR2ONQR23,5,1371427200,FitSnack,9.99,558835155,240,3,15,100
A2Q7NK17OZBJ96,4,1402963200,ZenPop,9.95,594451647,340,5,9,100
A1Q4DVABELGRQO,5,1366070400,Snakku,22.5,970407998,287,11,20,100
A1TN9VND4Y50HU,5,1352419200,TokyoTreat,39.99,511189877,520,11,9,100
A1V0NA1R0FHICP,5,1363996800,Vegan Cuts Snack Box,19.9,594477670,315,7,19,100
A1D04ORVU4U07H,3,1323216000,Vegan Cuts Snack Box,9.99,558835155,315,12,5,100
A14YRSRBAWO9UK,2,1324684800,Bokksu,9.95,594481902,340,9,17,100
A2A3HDJXDN8W47,1,1332720000,TokyoTreat,19.9,594477670,520,14,17,100
A1BOMQF7QOSEYA,1,1368144000,Candy Club,9.99,558835155,529,12,7,100
A32T981Z45MX0F,2,1332374400,ZenPop,24.5,594012015,340,12,9,100
A2OA9P5H8PZ87G,5,1362355200,Try the World Snack,22.95,899336795,190,9,8,100
A2APSI6EDZQYO3,5,1326412800,NatureBox,9.99,439886341,229,4,13,100
A3G636N0YXQA7A,2,1390176000,ZenPop,22.95,899336795,340,9,8,100
A2Q2X42IZT8GRL,5,1341792000,SnackNation,5.0,528881469,240,9,19,100
A3B8C9Y1C4T8LU,5,1337731200,TokyoTreat,9.95,594451647,520,7,7,100
A3VMOE16BG6XTO,2,1356566400,MunchPak,9.99,558835155,540,9,17,100
A182U5XEA20G3G,3,1313539200,FitSnack,38.95,321732944,240,3,11,100
A3REPF6Z0P8Y0Q,5,1328918400,TokyoTreat,22.5,970407998,520,15,8,100
AVRJ7OI1LN84U,1,1344038400,Try the World Snack,15.5,13279300,190,12,18,100
A3S012YGWFMGM2,4,1369958400,FitSnack,19.0,972683275,240,9,11,100
A39K7R4Y1ZD5SZ,5,1311465600,ZenPop,9.99,439886341,340,14,8,100
A14HELMEIPIVNU,5,1353801600,Yummy Bazaar World Sampler,39.99,511189877,440,12,7,100
A1MWAFR2POMHPU,5,1369958400,Keto Krate,5.0,528881469,440,8,16,100
A287326NYNJ4ZZ,5,1319500800,Candy Club,19.9,594477670,529,15,9,100
AT5MEB6KB578W,4,1365379200,TokyoTreat,22.5,970407998,520,5,13,100
AJ1KZVCQT8Y3C,5,1403827200,Bokksu,39.0,594481813,340,7,11,100
A1ESVOTMXVOQ66,5,1403568000,TokyoTreat,19.0,972683275,520,12,4,100
A1K9FIA48K45PD,3,1324166400,Snakku,5.0,528881469,287,15,5,100
A1D311UPNHZTHV,5,1355788800,ZenPop,9.95,594481902,340,12,9,100
A25F2NO8JVV7WI,5,1357084800,Snackfair,5.0,528881469,387,8,16,100
A36QPO3UPEODPM,4,1379635200,Vegan Cuts Snack Box,19.9,594477670,315,8,4,100
A3JJI8JA892SOO,5,1369785600,FitSnack,15.5,13279300,240,8,11,100
A2NWO3RHFKXZON,5,1374796800,Vegan Cuts Snack Box,39.99,511189877,315,3,9,100
A3CVDLDZEYKYZ1,4,1361923200,Candy Club,13.0,594511488,529,8,7,100
A1D7OMC92BQOQ0,3,1395446400,NatureBox,9.99,439886341,229,8,17,100
A155WK4J425WSQ,1,1327881600,Candy Club,39.99,511189877,529,9,9,100
A2V89DTMT6CCVI,5,1363651200,Keto Krate,39.0,594481813,440,15,15,100
ASCG7DCWGY3PR,2,1393632000,Keto Krate,9.99,558835155,440,3,5,100
AHJJVB6AKA9RY,1,1388361600,Bokksu,13.0,594511488,340,15,18,100
A3202C86H3AD1V,1,1376784000,Vegan Cuts Snack Box,13.0,594511488,315,12,9,100
A35Y1GO6DBJXHX,4,1366588800,NatureBox,9.99,439886341,229,14,20,100
A18NLG35HLRE41,1,1383177600,ZenPop,39.0,594481813,340,8,17,100
A134FBZA7Z64CX,5,1335139200,MunchPak,19.0,972683275,540,4,15,100
A4P2D2GXUIDQN,5,1369353600,Vegan Cuts Snack Box,39.99,511189877,315,12,8,100
A2WSQ30A8VRRYX,5,1337299200,Candy Club,39.99,511189877,529,9,18,100
A1ES5KIKXELL4M,1,1363910400,Universal Yums,34.95,594482127,349,7,9,100
A2DWVW0QXZHA9J,5,1356566400,NatureBox,19.0,972683275,229,7,8,100
A20866X5LTP24X,5,1360281600,MunchPak,13.0,594511488,540,3,9,100
A3UAFAZCPSPGWY,5,1362614400,MunchPak,38.95,321732944,540,7,19,100
A2B1G872V924ML,5,1375747200,Love With Food,38.95,321732944,429,5,20,100
A8MCE60DLT5M5,5,1368921600,Keto Krate,24.5,594012015,440,5,4,100
A2QKQJ3TB7L1ER,2,1326931200,ZenPop,9.95,594451647,340,9,11,100
AW90FRYNFNN5N,2,1334016000,Try the World Snack,19.9,594477670,190,12,9,100
A24SCH81NLQW9A,5,1310515200,ZenPop,34.95,594482127,340,5,13,100
AYV5D9SWFKWBE,1,1337990400,SnackNation,34.95,594482127,240,7,9,100
A7K0YMHNEJNBJ,3,1326153600,Snakku,19.9,594477670,287,11,13,100
A1JQ1QVH9LR56Y,1,1341964800,Snackfair,9.99,439886341,387,12,8,100
A3PGPSC35YGPF0,2,1359417600,Love With Food,15.5,13279300,429,7,11,100
A24CSFZLZWQCKQ,5,1353542400,Try the World Snack,39.99,511189877,190,12,8,100
A36986AR0P4Z74,5,1356998400,NatureBox,39.0,594481813,229,11,16,100
A25O1LHZSGLPSJ,5,1344297600,Yummy Bazaar World Sampler,15.5,13279300,440,4,16,100
A2O3UQ1GB1QQXM,5,1326067200,FitSnack,38.95,321732944,240,11,4,100
A2X7E4GFUKA3JD,5,1401494400,SnackNation,19.0,972683275,240,11,8,100
A2ZOEOGAKDKF0U,4,1337212800,Keto Krate,22.5,970407998,440,9,9,100
A19BAUIS81UVJH,1,1371686400,NatureBox,24.5,594012015,229,9,13,100
A2622K4C2NMUW5,3,1341532800,Vegan Cuts Snack Box,19.9,594477670,315,5,16,100
AMBPFKV4XODBJ,5,1356566400,Vegan Cuts Snack Box,24.5,594012015,315,5,19,100
A1WW41U29ZO41K,5,1389312000,Yummy Bazaar World Sampler,19.9,594477670,440,11,9,100
ATM4Y7TA3STLO,5,1332115200,Bokksu,5.0,528881469,340,7,19,100
A1MIASCYLDH24Q,5,1354752000,Love With Food,9.99,439886341,429,8,16,100
A2LOMQQDS3MPN0,1,1398643200,Snackfair,13.0,594511488,387,3,11,100
A2LXUT2S14DQQC,5,1372636800,FitSnack,39.99,511189877,240,8,5,100
ANRNTPGJ5AAY9,4,1367798400,Try the World Snack,34.95,594482127,190,5,17,100
A1K2SHKYSQSSFO,4,1388448000,FitSnack,24.5,594012015,240,3,7,100
ADYX3ZANK6VIN,5,1398470400,TokyoTreat,24.5,594012015,520,12,15,100
AFBHZ8QV4S61,3,1401062400,SnackNation,19.0,972683275,240,12,19,100
AWWXON831DT2,5,1391644800,Universal Yums,38.95,321732944,349,12,9,100
A1ZS0S4EI5NZRI,4,1364083200,Love With Food,13.0,594511488,429,8,4,100
A36V8NDDRZYRYO,1,1322524800,FitSnack,9.95,594451647,240,12,9,100
AF2KZPW2E8TFN,5,1323820800,Candy Club,38.95,321732944,529,8,18,100
A2SP4RVENC3MXC,5,1354492800,SnackNation,19.9,594477670,240,3,13,100
A21623VNZ5H1YE,5,1323388800,TokyoTreat,13.0,594511488,520,4,4,100
A2OJ3DFJW8OUAH,5,1397347200,Try the World Snack,22.95,899336795,190,14,8,100
A39W1MVZ5BYPSR,4,1339372800,MunchPak,22.95,899336795,540,12,13,100
APANASDEM4IJV,3,1386115200,FitSnack,9.95,594451647,240,12,11,100
ALIJA1DJJDJ84,4,1389657600,FitSnack,39.0,594481813,240,11,8,100
A2Y8DOPOX264HH,1,1321920000,Vegan Cuts Snack Box,22.5,970407998,315,14,18,100
A12134Q5Y82910,4,1390435200,Keto Krate,19.9,594477670,440,15,13,100
A1T8A6OCVV0UYU,5,1360454400,FitSnack,13.0,594511488,240,3,11,100
A1S8BIA04QYPTA,3,1353801600,MunchPak,19.9,594477670,540,9,20,100
A2HOW9USL0JXJN,5,1312588800,SnackNation,15.5,13279300,240,15,19,100
A15UYQT4R0NAGU,5,1387065600,Snackfair,15.5,13279300,387,15,19,100
A1AQU5XF9GP4SB,5,1370649600,Bokksu,22.5,970407998,340,12,9,100
A2JUHGR6GNTNRA,5,1389571200,TokyoTreat,24.5,594012015,520,5,9,100
A2WGGA6W04PU3W,3,1359936000,Vegan Cuts Snack Box,15.5,13279300,315,8,9,100
A1DI1BGRLAEMKC,5,1370995200,FitSnack,15.5,13279300,240,12,16,100
A2PNZBN5CNAHTR,2,1368748800,Keto Krate,13.0,594511488,440,12,18,100
AVZYHYDNK9QKX,5,1364601600,FitSnack,22.5,970407998,240,11,4,100
A19151E4FFKJSO,5,1325548800,TokyoTreat,22.5,970407998,520,11,15,100
A1CGQYGQUIO626,4,1401408000,Snakku,34.95,594482127,287,12,13,100
A2GWUOZBAFNXP0,5,1315612800,ZenPop,19.9,594477670,340,12,18,100
A3S9DTM7BCJS21,5,1327968000,SnackNation,39.99,511189877,240,8,8,100
A2KPR6PUZS26Q8,5,1382745600,Universal Yums,13.0,594511488,349,3,9,100
A2H6D0718S7C3Y,1,1313884800,NatureBox,15.5,13279300,229,11,8,100
A3SZFN52D3NSWE,5,1340323200,Snakku,13.0,594511488,287,9,15,100
AZL95QPWJDM3Y,5,1314403200,TokyoTreat,5.0,528881469,520,9,19,100
A1SFUE4IKW6252,4,1323129600,Universal Yums,19.9,594477670,349,12,19,100
A349AH50RVK1ZD,5,1343606400,Snakku,19.9,594477670,287,7,7,100
A202YAA9SP3S8W,1,1354406400,ZenPop,9.99,558835155,340,8,16,100
AVXRVRL2J54U7,5,1314921600,MunchPak,13.0,594511488,540,7,11,100
A2U220FGYF1D0M,5,1335916800,Candy Club,5.0,528881469,529,8,9,100
A2J7N41YEOQSUV,2,1342310400,Yummy Bazaar World Sampler,22.5,970407998,440,9,15,100
A366NR0YOJ0NVZ,5,1310428800,TokyoTreat,39.99,511189877,520,4,16,100
AEEX49VWL5MF4,3,1310774400,Snakku,22.5,970407998,287,5,11,100
A24RD2OQXB1O4O,1,1375401600,Vegan Cuts Snack Box,9.99,558835155,315,5,20,100
A2F6OGX4NZ00TD,3,1396742400,Universal Yums,9.95,594451647,349,9,11,100
ALBRTADLPHYNU,5,1384646400,Yummy Bazaar World Sampler,34.95,594482127,440,7,20,100
A12SCN3V42DINX,5,1311638400,Candy Club,22.95,899336795,529,12,5,100
AIXO3FW8LU1G9,5,1379894400,Bokksu,15.5,13279300,340,12,13,100
A1VQYR6UJPQTBG,4,1358726400,FitSnack,9.95,594451647,240,12,20,100
A1QOJ5J7H23GSR,5,1356912000,Love With Food,19.0,972683275,429,4,16,100
ADOODN6SRJZU,1,1364083200,ZenPop,15.5,13279300,340,9,7,100
A1OMEJ0RPKNAB2,4,1327190400,Snackfair,15.5,13279300,387,8,8,100
A2TNM7EZ9XP1R7,5,1336348800,Candy Club,9.95,594481902,529,7,4,100
A3NX3YSTDEU8ON,2,1310428800,Snakku,22.95,899336795,287,3,9,100
AYFZKRPHRVRUF,4,1358812800,Candy Club,34.95,594482127,529,7,9,100
A357NO5CK9YDP7,3,1364947200,Bokksu,24.5,594012015,340,12,13,100
A35O0DIWXOOS1V,3,1343606400,TokyoTreat,5.0,528881469,520,11,18,100
A10121433FMMZNY18RWZ8,5,1362873600,SnackNation,13.0,594511488,240,15,19,100
A2K6LIUAG8W11N,5,1362355200,Bokksu,22.5,970407998,340,8,5,100
A1ZG5UZYK2BH2R,5,1359331200,MunchPak,38.95,321732944,540,7,7,100
A2TAUJZOAQM23,5,1356393600,SnackNation,39.99,511189877,240,12,16,100
A1G29BYYKXJZVS,3,1361404800,MunchPak,9.99,439886341,540,7,19,100
A3BOY25FOK4R4C,4,1335571200,Snakku,24.5,594012015,287,5,16,100
A3VX8IVB8I0A08,3,1322265600,TokyoTreat,24.5,594012015,520,5,18,100
A26UQT87I775HE,5,1375315200,Candy Club,38.95,321732944,529,3,20,100
A5Q0AAHHMFA90,4,1359072000,Love With Food,9.95,594451647,429,7,13,100
A3B13LMUA48TVT,2,1385164800,Love With Food,5.0,528881469,429,9,17,100
A3OMBQCLXIYH82,4,1372291200,TokyoTreat,34.95,594482127,520,5,19,100
AXBKUCGEJ6TO8,1,1393027200,Yummy Bazaar World Sampler,24.5,594012015,440,7,19,100
A9H8VOI9NHKOA,1,1326758400,Snackfair,19.0,972683275,387,12,16,100
A2Z2ILV1UY9OKL,5,1369958400,Bokksu,9.99,558835155,340,3,17,100
A3T6B2K7XEV00O,5,1344384000,TokyoTreat,39.0,594481813,520,12,5,100
A2CRO8YVEA655T,1,1377129600,SnackNation,9.95,594451647,240,7,15,100
A1EARN5PUVIF1S,5,1314489600,MunchPak,9.95,594481902,540,9,19,100
AI6P4RJ9FP2QF,5,1366243200,Try the World Snack,39.0,594481813,190,11,4,100
AZOFJX627J181,5,1353196800,Try the World Snack,9.95,594481902,190,12,8,100
A279COY1U62AJZ,2,1372377600,TokyoTreat,39.0,594481813,520,12,9,100
A3MVL2IFR0Q9VE,5,1356825600,Vegan Cuts Snack Box,22.95,899336795,315,15,19,100
A1KFKL143V0M0U,4,1325376000,NatureBox,9.99,558835155,229,5,13,100
A1GLLNBXY06HCL,1,1358467200,FitSnack,22.5,970407998,240,5,13,100
A1VB7GXRSOG0PC,5,1361923200,Bokksu,9.95,594451647,340,9,9,100
ARV2YOGYQYJ5A,5,1325721600,Vegan Cuts Snack Box,9.99,558835155,315,9,20,100
A3TZWSNJVO7MK5,2,1325203200,Candy Club,39.0,594481813,529,9,16,100
A3MISZ464IOT6S,4,1309564800,Snackfair,22.5,970407998,387,9,5,100
A2I8DNFKR3UCK0,5,1357430400,Bokksu,39.0,594481813,340,3,5,100
A174P367YZ02ZE,5,1309824000,Universal Yums,39.99,511189877,349,15,8,100
A0821988FXKFYX53V4QG,5,1356566400,TokyoTreat,13.0,594511488,520,7,9,100
A3AXYNJ18YRQ7N,4,1376265600,Vegan Cuts Snack Box,24.5,594012015,315,9,5,100
A2UC38DO8AQFWD,5,1355961600,Love With Food,9.95,594481902,429,12,18,100
AFMEMSPK0SAYQ,5,1356652800,Try the World Snack,5.0,528881469,190,4,9,100
A25Q8TM5NF6PZN,4,1310083200,Vegan Cuts Snack Box,24.5,594012015,315,5,7,100
A1LOJYG9XBVKX6,1,1374624000,Yummy Bazaar World Sampler,34.95,594482127,440,12,11,100
A3GBTXO71DJ6GO,3,1350345600,FitSnack,39.99,511189877,240,11,9,100
ADBVD1OPPU13D,4,1363996800,Try the World Snack,39.0,594481813,190,14,11,100
A34GH8QDLI43CL,1,1401148800,SnackNation,34.95,594482127,240,4,17,100
A3FHP55KQI5QEB,4,1401062400,Universal Yums,13.0,594511488,349,14,7,100
A2YIMGE137ILUS,5,1363651200,Universal Yums,24.5,594012015,349,8,19,100
A3G2YKHFY8LZ08,2,1362182400,Love With Food,15.5,13279300,429,11,9,100
A1B99G3KGITH3T,5,1354579200,Love With Food,9.95,594481902,429,7,9,100
AAEUSYVIRKNXQ,5,1374710400,Bokksu,13.0,594511488,340,12,7,100
A3HRZP650QIP32,5,1389744000,MunchPak,22.5,970407998,540,3,13,100
A1A4OZVVUAOJ0Y,1,1326585600,Try the World Snack,5.0,528881469,190,11,17,100
A1P4KPP2KY49N5,3,1356480000,FitSnack,34.95,594482127,240,12,4,100
A2ZZU2O2ZNQUX3,4,1396051200,Yummy Bazaar World Sampler,9.99,558835155,440,3,11,100
A1W2TQFCR01J81,4,1337990400,Yummy Bazaar World Sampler,39.99,511189877,440,12,7,100
A171CKRWSZ156S,5,1333152000,Keto Krate,39.99,511189877,440,9,20,100
A374BGVQOPGT6G,4,1326844800,ZenPop,9.99,439886341,340,9,15,100
A3804SJXSR840C,5,1358294400,Try the World Snack,5.0,528881469,190,3,20,100
A9RE6P27GLL0P,4,1371945600,Universal Yums,15.5,13279300,349,4,19,100
A2SX37D01ND0C7,5,1368835200,Snakku,22.5,970407998,287,12,20,100
A3DB20QDGHTH00,1,1361145600,Candy Club,15.5,13279300,529,7,20,100
AJGIN15VFGXBG,1,1359936000,TokyoTreat,34.95,594482127,520,15,5,100
A1XZN8XT3F9XA3,5,1349654400,Love With Food,9.95,594481902,429,9,19,100
A213CCHCDLOH7K,4,1394582400,Snackfair,38.95,321732944,387,9,8,100
A1K5LVT31CG1IH,4,1341964800,Try the World Snack,38.95,321732944,190,7,15,100
A21PD6NH1LGJYM,2,1388620800,FitSnack,22.95,899336795,240,9,7,100
A2P3YBNPLNZPEX,5,1390348800,ZenPop,39.99,511189877,340,5,19,100
